Date,Portfolio_Value,Regime,Holdings
2018-03-19,104587.66512751683,0.0,{'BIL': 1.0}
2018-03-20,104576.26078486546,1.0,{'BIL': 1.0}
2018-03-21,104582.49371865789,1.0,{}
2018-03-22,104582.49371865789,1.0,{}
2018-03-23,104582.49371865789,1.0,{}
2018-03-26,104582.49371865789,1.0,{}
2018-03-27,104582.49371865789,1.0,{}
2018-03-28,104582.49371865789,1.0,{}
2018-03-29,104582.49371865789,1.0,{}
2018-04-02,104582.49371865789,1.0,{}
2018-04-03,104582.49371865789,1.0,{}
2018-04-04,104804.91571447099,1.0,{'DBC': 0.994}
2018-04-05,105301.67771360124,1.0,{'DBC': 0.994}
2018-04-06,104556.52070543016,1.0,{'DBC': 0.994}
2018-04-09,105860.5577280208,1.0,{'DBC': 0.994}
2018-04-10,107661.39177343095,1.0,{'DBC': 0.994}
2018-04-11,108117.81447045696,1.0,"{'DBC': 0.512, 'XLU': 0.487}"
2018-04-12,106995.41343561005,1.0,{'XLU': 0.486}
2018-04-13,107087.49244592786,1.0,{}
2018-04-16,107689.41134426436,1.0,{'TLT': 0.994}
2018-04-17,107981.51972744307,1.0,{'TLT': 0.994}
2018-04-18,107122.81779262862,1.0,{'TLT': 0.994}
2018-04-19,106255.27461025557,1.0,{'TLT': 0.994}
2018-04-20,105493.95342800459,1.0,{'TLT': 0.994}
2018-04-23,105520.54491970381,1.0,{'TLT': 0.994}
2018-04-24,105246.5149775304,0.0,{}
2018-04-25,105246.5149775304,0.0,{}
2018-04-26,105231.71274435893,0.0,{'BIL': 1.0}
2018-04-27,105243.1339556016,0.0,{'BIL': 1.0}
2018-04-30,105231.71274435893,0.0,{'BIL': 1.0}
2018-05-01,105239.75147879496,0.0,{'BIL': 1.0}
2018-05-02,105251.18339407817,0.0,{'BIL': 1.0}
2018-05-03,105251.18339407817,0.0,{'BIL': 1.0}
2018-05-04,105274.27200949565,0.0,{'BIL': 1.0}
2018-05-07,105274.27200949565,0.0,{'BIL': 1.0}
2018-05-08,105285.7253328599,0.0,{'BIL': 1.0}
2018-05-09,105285.7253328599,0.0,{'BIL': 1.0}
2018-05-10,105285.7253328599,0.0,{'BIL': 1.0}
2018-05-11,105285.7253328599,0.0,{'BIL': 1.0}
2018-05-14,105285.7253328599,0.0,{'BIL': 1.0}
2018-05-15,105308.77113211527,0.0,{'BIL': 1.0}
2018-05-16,105320.25656760111,0.0,{'BIL': 1.0}
2018-05-17,105320.25656760111,0.0,{'BIL': 1.0}
2018-05-18,105331.74200308695,0.0,{'BIL': 1.0}
2018-05-21,105331.74200308695,0.0,{'BIL': 1.0}
2018-05-22,105331.74200308695,0.0,{'BIL': 1.0}
2018-05-23,105343.29166281596,0.0,{'BIL': 1.0}
2018-05-24,105366.23042166606,0.0,{'BIL': 1.0}
2018-05-25,105377.73726523295,0.0,{'BIL': 1.0}
2018-05-29,105377.73726523295,0.0,{'BIL': 1.0}
2018-05-30,105366.23042166606,0.0,{'BIL': 1.0}
2018-05-31,105389.2655168809,0.0,{'BIL': 1.0}
2018-06-01,105396.13751089945,0.0,{'BIL': 1.0}
2018-06-04,105407.67646658793,0.0,{'BIL': 1.0}
2018-06-05,105407.67646658793,0.0,{'BIL': 1.0}
2018-06-06,105396.13751089945,0.0,{'BIL': 1.0}
2018-06-07,105407.67646658793,0.0,{'BIL': 1.0}
2018-06-08,105430.75437796488,0.0,{'BIL': 1.0}
2018-06-11,105442.26122153178,0.0,{'BIL': 1.0}
2018-06-12,105442.26122153178,0.0,{'BIL': 1.0}
2018-06-13,105430.75437796488,0.0,{'BIL': 1.0}
2018-06-14,105465.31772482768,0.0,{'BIL': 1.0}
2018-06-15,105465.31772482768,0.0,{'BIL': 1.0}
2018-06-18,105453.7787691392,0.0,{'BIL': 1.0}
2018-06-19,105476.79245627299,0.0,{'BIL': 1.0}
2018-06-20,105465.31772482768,0.0,{'BIL': 1.0}
2018-06-21,105476.79245627299,0.0,{'BIL': 1.0}
2018-06-22,105488.32070792094,0.0,{'BIL': 1.0}
2018-06-25,105511.37721121684,0.0,{'BIL': 1.0}
2018-06-26,105499.87036764994,0.0,{'BIL': 1.0}
2018-06-27,105522.86264670268,0.0,{'BIL': 1.0}
2018-06-28,105522.86264670268,0.0,{'BIL': 1.0}
2018-06-29,105545.95126212016,0.0,{'BIL': 1.0}
2018-07-02,105530.96560538188,0.0,{'BIL': 1.0}
2018-07-03,105553.98999655619,0.0,{'BIL': 1.0}
2018-07-05,105553.98999655619,0.0,{'BIL': 1.0}
2018-07-06,105577.05720389262,0.0,{'BIL': 1.0}
2018-07-09,105577.05720389262,0.0,{'BIL': 1.0}
2018-07-10,105588.60686362162,0.0,{'BIL': 1.0}
2018-07-11,105588.60686362162,0.0,{'BIL': 1.0}
2018-07-12,105588.60686362162,0.0,{'BIL': 1.0}
2018-07-13,105600.15652335063,0.0,{'BIL': 1.0}
2018-07-16,105611.72759116068,0.0,{'BIL': 1.0}
2018-07-17,105611.72759116068,0.0,{'BIL': 1.0}
2018-07-18,105623.22373068705,0.0,{'BIL': 1.0}
2018-07-19,105634.76268637553,0.0,{'BIL': 1.0}
2018-07-20,105646.34445822611,0.0,{'BIL': 1.0}
2018-07-23,105634.76268637553,0.0,{'BIL': 1.0}
2018-07-24,105657.81918967143,0.0,{'BIL': 1.0}
2018-07-25,105646.34445822611,0.0,{'BIL': 1.0}
2018-07-26,105657.81918967143,0.0,{'BIL': 1.0}
2018-07-27,105680.92921316996,0.0,{'BIL': 1.0}
2018-07-30,105669.37955344096,0.0,{'BIL': 1.0}
2018-07-31,105692.42535269633,0.0,{'BIL': 1.0}
2018-08-01,105698.2055345811,0.0,{'BIL': 1.0}
2018-08-02,105709.7551943101,0.0,{'BIL': 1.0}
2018-08-03,105709.7551943101,0.0,{'BIL': 1.0}
2018-08-06,105721.3797823228,0.0,{'BIL': 1.0}
2018-08-07,105732.87592184916,0.0,{'BIL': 1.0}
2018-08-08,105721.3797823228,0.0,{'BIL': 1.0}
2018-08-09,105732.87592184916,0.0,{'BIL': 1.0}
2018-08-10,105756.00735342875,0.0,{'BIL': 1.0}
2018-08-13,105767.55701315776,0.0,{'BIL': 1.0}
2018-08-14,105744.45769369975,0.0,{'BIL': 1.0}
2018-08-15,105767.55701315776,0.0,{'BIL': 1.0}
2018-08-16,105767.55701315776,0.0,{'BIL': 1.0}
2018-08-17,105779.11737692729,0.0,{'BIL': 1.0}
2018-08-20,105779.11737692729,0.0,{'BIL': 1.0}
2018-08-21,105790.65633261576,0.0,{'BIL': 1.0}
2018-08-22,105790.65633261576,0.0,{'BIL': 1.0}
2018-08-23,105825.30531180277,0.0,{'BIL': 1.0}
2018-08-24,105825.30531180277,0.0,{'BIL': 1.0}
2018-08-27,105836.89778769389,0.0,{'BIL': 1.0}
2018-08-28,105836.89778769389,0.0,{'BIL': 1.0}
2018-08-29,105825.30531180277,0.0,{'BIL': 1.0}
2018-08-30,105871.52535879984,0.0,{'BIL': 1.0}
2018-08-31,105859.98640311137,0.0,{'BIL': 1.0}
2018-09-04,105869.21328604594,0.0,{'BIL': 1.0}
2018-09-05,105857.63151419535,0.0,{'BIL': 1.0}
2018-09-06,105880.81646597758,0.0,{'BIL': 1.0}
2018-09-07,105903.98000967875,0.0,{'BIL': 1.0}
2018-09-10,105903.98000967875,0.0,{'BIL': 1.0}
2018-09-11,105915.57248556986,0.0,{'BIL': 1.0}
2018-09-12,105915.57248556986,0.0,{'BIL': 1.0}
2018-09-13,105915.57248556986,0.0,{'BIL': 1.0}
2018-09-14,105927.09003317729,0.0,{'BIL': 1.0}
2018-09-17,105950.26428091899,0.0,{'BIL': 1.0}
2018-09-18,105950.26428091899,0.0,{'BIL': 1.0}
2018-09-19,105950.26428091899,0.0,{'BIL': 1.0}
2018-09-20,105973.34219229594,0.0,{'BIL': 1.0}
2018-09-21,105973.34219229594,0.0,{'BIL': 1.0}
2018-09-24,105984.9560762681,0.0,{'BIL': 1.0}
2018-09-25,105984.9560762681,0.0,{'BIL': 1.0}
2018-09-26,105984.9560762681,0.0,{'BIL': 1.0}
2018-09-27,106008.07680380717,0.0,{'BIL': 1.0}
2018-09-28,106008.07680380717,0.0,{'BIL': 1.0}
2018-10-01,106015.03443014994,0.0,{'BIL': 1.0}
2018-10-02,106026.63761008158,0.0,{'BIL': 1.0}
2018-10-03,106026.63761008158,0.0,{'BIL': 1.0}
2018-10-04,106049.86537802592,0.0,{'BIL': 1.0}
2018-10-05,106061.4471498765,0.0,{'BIL': 1.0}
2018-10-08,106061.4471498765,0.0,{'BIL': 1.0}
2018-10-09,106049.86537802592,0.0,{'BIL': 1.0}
2018-10-10,106072.99680960551,0.0,{'BIL': 1.0}
2018-10-11,106084.59998953715,0.0,{'BIL': 1.0}
2018-10-12,106084.59998953715,0.0,{'BIL': 1.0}
2018-10-15,106096.20316946879,0.0,{'BIL': 1.0}
2018-10-16,106107.7528291978,0.0,{'BIL': 1.0}
2018-10-17,106107.7528291978,0.0,{'BIL': 1.0}
2018-10-18,106107.7528291978,1.0,{'BIL': 1.0}
2018-10-19,106114.06277331553,1.0,{}
2018-10-22,106114.06277331553,1.0,{}
2018-10-23,106114.06277331553,1.0,{}
2018-10-24,106114.06277331553,1.0,{}
2018-10-25,105865.85644893761,1.0,{'TLT': 0.998}
2018-10-26,106503.3873022091,1.0,{'TLT': 0.998}
2018-10-29,106263.14905910607,1.0,{'TLT': 0.998}
2018-10-30,105736.4980657589,1.0,{'TLT': 0.998}
2018-10-31,105200.60345058556,1.0,{'TLT': 0.998}
2018-11-01,104764.69579823581,1.0,{}
2018-11-02,104764.69579823581,1.0,{}
2018-11-05,104764.69579823581,1.0,{}
2018-11-06,104764.69579823581,1.0,{}
2018-11-07,104764.69579823581,1.0,{}
2018-11-08,104747.61054662731,1.0,{'GLD': 0.997}
2018-11-09,103575.01467565564,1.0,{'GLD': 0.997}
2018-11-12,103125.36534746992,1.0,{}
2018-11-13,103379.7658997581,1.0,{'TLT': 0.997}
2018-11-14,103442.98825083232,1.0,{'TLT': 0.997}
2018-11-15,103733.33180542733,1.0,{}
2018-11-16,103733.33180542733,1.0,{}
2018-11-19,103904.78220299592,1.0,{'GLD': 0.999}
2018-11-20,103904.78220299592,1.0,{'GLD': 0.999}
2018-11-21,104075.21439293733,1.0,{'GLD': 0.999}
2018-11-23,103994.48083428254,1.0,{'GLD': 0.999}
2018-11-26,103877.87329796662,1.0,{'GLD': 0.999}
2018-11-27,103514.23163996419,1.0,{'GLD': 0.5}
2018-11-28,103973.81856336733,1.0,{'GLD': 0.999}
2018-11-29,104388.0735080152,1.0,{'GLD': 0.5}
2018-11-30,104297.87488435797,1.0,{'GLD': 0.5}
2018-12-03,104690.24612306646,1.0,{'GLD': 0.501}
2018-12-04,105010.45571016363,1.0,{'GLD': 0.503}
2018-12-06,105019.47419618658,1.0,{'GLD': 0.503}
2018-12-07,105447.9228198438,1.0,{'GLD': 0.505}
2018-12-10,105258.76295128344,1.0,{}
2018-12-11,105258.76295128344,1.0,{}
2018-12-12,105258.76295128344,1.0,{}
2018-12-13,105258.76295128344,1.0,{}
2018-12-14,105258.76295128344,1.0,{}
2018-12-17,105258.76295128344,1.0,{}
2018-12-18,105258.76295128344,1.0,{}
2018-12-19,105258.76295128344,1.0,{}
2018-12-20,105258.76295128344,1.0,{}
2018-12-21,105258.76295128344,1.0,{}
2018-12-24,105258.76295128344,1.0,{}
2018-12-26,105258.76295128344,0.0,{}
2018-12-27,105253.50164676836,0.0,{'BIL': 1.0}
2018-12-28,105265.00652958086,0.0,{'BIL': 1.0}
2018-12-31,105276.532561075,0.0,{'BIL': 1.0}
2019-01-02,105265.00652958086,0.0,{'BIL': 1.0}
2019-01-03,105299.53175235918,0.0,{'BIL': 1.0}
2019-01-04,105311.0472095125,0.0,{'BIL': 1.0}
2019-01-07,105311.0472095125,0.0,{'BIL': 1.0}
2019-01-08,105311.0472095125,0.0,{'BIL': 1.0}
2019-01-09,105311.0472095125,0.0,{'BIL': 1.0}
2019-01-10,105322.58381534746,0.0,{'BIL': 1.0}
2019-01-11,105345.53013492754,0.0,{'BIL': 1.0}
2019-01-14,105334.0569751375,0.0,{'BIL': 1.0}
2019-01-15,105357.07731510332,0.0,{'BIL': 1.0}
2019-01-16,105368.6244952791,0.0,{'BIL': 1.0}
2019-01-17,105391.57081485918,0.0,{'BIL': 1.0}
2019-01-18,105391.57081485918,0.0,{'BIL': 1.0}
2019-01-22,105403.10742069414,0.0,{'BIL': 1.0}
2019-01-23,105403.10742069414,0.0,{'BIL': 1.0}
2019-01-24,105437.62206913164,0.0,{'BIL': 1.0}
2019-01-25,105426.13833500078,1.0,{'BIL': 1.0}
2019-01-28,105432.35155859544,1.0,{}
2019-01-29,105633.39868503954,1.0,{'TLT': 0.501}
2019-01-30,105620.06997070368,1.0,{'TLT': 0.999}
2019-01-31,106331.56584875868,1.0,{'TLT': 0.501}
2019-02-01,105770.14925112022,1.0,{'TLT': 0.998}
2019-02-04,105298.69356264366,1.0,{'TLT': 0.998}
2019-02-05,105778.88414491905,1.0,{'TLT': 0.998}
2019-02-06,105831.26901735557,1.0,{'TLT': 0.998}
2019-02-07,106529.73398317589,1.0,{'TLT': 0.998}
2019-02-08,106931.21295724617,1.0,{'TLT': 0.5}
2019-02-11,106721.26953683601,1.0,{'TLT': 0.499}
2019-02-12,106585.68695626961,1.0,{'TLT': 0.499}
2019-02-13,106384.51929269539,1.0,{'TLT': 0.498}
2019-02-14,106686.28510080086,1.0,{'TLT': 0.499}
2019-02-15,106940.10459225997,1.0,{'TLT': 0.999}
2019-02-19,107211.5554513298,1.0,{'TLT': 0.999}
2019-02-20,106905.05068295822,1.0,{'TLT': 0.999}
2019-02-21,105950.736245092,1.0,{'TLT': 0.999}
2019-02-22,106581.1581277214,1.0,{'TLT': 0.999}
2019-02-25,106265.91853421554,1.0,{'TLT': 0.999}
2019-02-26,106791.24417966232,1.0,{'TLT': 0.999}
2019-02-27,105583.03039639816,1.0,{'TLT': 0.999}
2019-02-28,105670.45369613799,1.0,{}
2019-03-01,104280.94620317803,1.0,{'GLD': 0.996}
2019-03-04,103982.415219399,1.0,{}
2019-03-05,103982.415219399,1.0,{}
2019-03-06,103982.415219399,1.0,{}
2019-03-07,103982.415219399,1.0,{}
2019-03-08,104578.01611422891,1.0,"{'TLT': 0.499, 'DBC': 0.497}"
2019-03-11,104489.33386325235,1.0,"{'TLT': 0.498, 'DBC': 0.498}"
2019-03-12,105183.70899104471,1.0,"{'TLT': 0.498, 'DBC': 0.498}"
2019-03-13,105414.43932818765,1.0,"{'TLT': 0.496, 'DBC': 0.5}"
2019-03-14,104806.0354862153,1.0,"{'TLT': 0.495, 'DBC': 0.5}"
2019-03-15,105149.4852695405,1.0,"{'TLT': 0.497, 'DBC': 0.499}"
2019-03-18,105382.96965884561,1.0,"{'TLT': 0.496, 'DBC': 0.5}"
2019-03-19,105398.86658381815,1.0,"{'TLT': 0.495, 'DBC': 0.501}"
2019-03-20,106339.43761920328,1.0,"{'TLT': 0.495, 'DBC': 0.501}"
2019-03-21,106277.33084618632,1.0,{'TLT': 0.497}
2019-03-22,107097.27084099833,1.0,{'TLT': 0.5}
2019-03-25,107384.93131350547,1.0,{'DBC': 0.5}
2019-03-26,107485.7027635482,1.0,{'DBC': 0.501}
2019-03-27,107183.4033746627,1.0,{'DBC': 0.5}
2019-03-28,107286.21434196355,1.0,"{'GLD': 0.103, 'DBC': 0.891}"
2019-03-29,107410.9005746101,1.0,{'DBC': 0.89}
2019-04-01,108312.96629612194,1.0,{'DBC': 0.891}
2019-04-02,108358.18480430418,1.0,{'DBC': 0.501}
2019-04-03,108425.67284522826,1.0,{'DBC': 0.501}
2019-04-04,108459.4187444287,1.0,{'DBC': 0.502}
2019-04-05,108628.13321052367,1.0,{'DBC': 0.502}
2019-04-08,108830.58606086546,1.0,{'DBC': 0.503}
2019-04-09,108729.35587821776,1.0,{'DBC': 0.503}
2019-04-10,109201.75713477904,1.0,{'DBC': 0.505}
2019-04-11,109323.4603487138,1.0,{'XLU': 0.502}
2019-04-12,110016.5968966111,1.0,{'XLU': 0.998}
2019-04-15,109997.74971338356,1.0,{'XLU': 0.998}
2019-04-16,108639.42802759254,1.0,{'XLU': 0.998}
2019-04-17,108224.36938043678,1.0,{'XLU': 0.998}
2019-04-18,108461.40616486088,1.0,{}
2019-04-22,108293.31967597385,1.0,{'TLT': 0.996}
2019-04-23,108530.82310173292,1.0,{}
2019-04-24,108530.82310173292,1.0,{}
2019-04-25,108929.56663613825,1.0,"{'TLT': 0.497, 'XLU': 0.5}"
2019-04-26,109198.23729806452,1.0,"{'TLT': 0.497, 'XLU': 0.5}"
2019-04-29,108532.51671700983,1.0,"{'TLT': 0.497, 'XLU': 0.5}"
2019-04-30,109382.66059401563,1.0,{'XLU': 0.504}
2019-05-01,109004.01035171097,1.0,"{'TLT': 0.335, 'XLU': 0.331}"
2019-05-02,108680.44215408975,1.0,"{'TLT': 0.498, 'XLU': 0.5}"
2019-05-03,109134.24897782021,1.0,"{'TLT': 0.498, 'XLU': 0.501}"
2019-05-06,108983.57970444375,1.0,"{'TLT': 0.5, 'XLU': 0.499}"
2019-05-07,109232.19522873574,1.0,"{'TLT': 0.503, 'XLU': 0.496}"
2019-05-08,108601.70000969747,1.0,"{'TLT': 0.503, 'XLU': 0.234}"
2019-05-09,108819.46824697037,1.0,{'TLT': 0.504}
2019-05-10,108670.91104045018,1.0,{'TLT': 0.999}
2019-05-13,109367.08673670127,1.0,{'TLT': 0.501}
2019-05-14,109127.06005375038,1.0,{'TLT': 0.999}
2019-05-15,109817.71581985705,1.0,{'TLT': 0.501}
2019-05-16,109621.64227036305,1.0,"{'TLT': 0.403, 'DBC': 0.196}"
2019-05-17,109256.18257429413,1.0,"{'TLT': 0.502, 'DBC': 0.497}"
2019-05-20,109436.67941613856,1.0,{'TLT': 0.5}
2019-05-21,109304.79919844317,1.0,"{'TLT': 0.9, 'DBC': 0.099}"
2019-05-22,109655.56241167324,1.0,"{'TLT': 0.773, 'DBC': 0.098}"
2019-05-23,110484.54966422514,1.0,{'TLT': 0.776}
2019-05-24,110389.2393494279,1.0,{}
2019-05-28,110389.05513861375,1.0,{'GLD': 0.996}
2019-05-29,110616.30260473606,1.0,{}
2019-05-30,110616.30260473606,1.0,{}
2019-05-31,110616.30260473606,1.0,{}
2019-06-03,110616.30260473606,1.0,{}
2019-06-04,110616.30260473606,1.0,{}
2019-06-05,110616.30260473606,1.0,{}
2019-06-06,110616.30260473606,1.0,{}
2019-06-07,110616.30260473606,1.0,{}
2019-06-10,110616.30260473606,1.0,{}
2019-06-11,110616.30260473606,1.0,{}
2019-06-12,110616.30260473606,1.0,{}
2019-06-13,110616.30260473606,1.0,{}
2019-06-14,110616.30260473606,1.0,{}
2019-06-17,110616.30260473606,1.0,{}
2019-06-18,110616.30260473606,1.0,{}
2019-06-19,110616.30260473606,1.0,{}
2019-06-20,110616.30260473606,1.0,{}
2019-06-21,110616.30260473606,1.0,{}
2019-06-24,110616.30260473606,1.0,{}
2019-06-25,110616.30260473606,1.0,{}
2019-06-26,110616.30260473606,1.0,{}
2019-06-27,110616.30260473606,1.0,{}
2019-06-28,110616.30260473606,1.0,{}
2019-07-01,110616.30260473606,1.0,{}
2019-07-02,109828.51279987529,1.0,{'DBC': 0.495}
2019-07-03,110356.2379471226,1.0,{'DBC': 0.498}
2019-07-05,110461.78062595561,1.0,{'DBC': 0.498}
2019-07-08,110391.41492237285,1.0,{'DBC': 0.498}
2019-07-09,110567.32722248271,1.0,{'DBC': 0.499}
2019-07-10,111763.50500644877,1.0,{'DBC': 0.504}
2019-07-11,111798.6898170872,1.0,{'DBC': 0.504}
2019-07-12,111939.41338886454,1.0,{'DBC': 0.505}
2019-07-15,111341.32253803447,1.0,{'DBC': 0.502}
2019-07-16,110241.0593566528,1.0,{'DBC': 0.999}
2019-07-17,109911.23796796403,1.0,{'DBC': 0.497}
2019-07-18,109203.45663678978,1.0,{'DBC': 0.999}
2019-07-19,109838.33916032646,1.0,{'DBC': 0.999}
2019-07-22,109387.743918296,1.0,{}
2019-07-23,109387.743918296,1.0,{}
2019-07-24,109387.743918296,1.0,{}
2019-07-25,109387.743918296,1.0,{}
2019-07-26,109387.743918296,1.0,{}
2019-07-29,109387.743918296,1.0,{}
2019-07-30,109303.38634445204,1.0,{'TLT': 0.501}
2019-07-31,109764.27711718454,1.0,"{'TLT': 0.761, 'DBC': 0.239}"
2019-08-01,111247.4206595233,1.0,{'TLT': 0.765}
2019-08-02,111265.14125530892,1.0,{'XLU': 1.0}
2019-08-05,109675.07862560921,1.0,{'XLU': 1.0}
2019-08-06,111043.2574815052,1.0,{'XLU': 1.0}
2019-08-07,111320.59479611092,1.0,{'XLU': 1.0}
2019-08-08,112466.95078747444,1.0,{'XLU': 1.0}
2019-08-09,112596.35688488655,1.0,{'XLU': 1.0}
2019-08-12,112374.49921505623,1.0,{'XLU': 1.0}
2019-08-13,112448.4604729908,1.0,{'XLU': 1.0}
2019-08-14,111523.98825543099,1.0,{'XLU': 1.0}
2019-08-15,112966.1631745594,1.0,{'XLU': 1.0}
2019-08-16,113539.31941693001,1.0,{'XLU': 1.0}
2019-08-19,114260.40687649422,1.0,{'XLU': 1.0}
2019-08-20,114075.52113430672,1.0,{'XLU': 1.0}
2019-08-21,114833.58052151375,1.0,{'XLU': 1.0}
2019-08-22,114730.94017540636,1.0,{}
2019-08-23,114730.94017540636,1.0,{}
2019-08-26,114730.94017540636,1.0,{}
2019-08-27,114730.94017540636,1.0,{}
2019-08-28,114730.94017540636,1.0,{}
2019-08-29,114730.94017540636,1.0,{}
2019-08-30,113255.93492000054,1.0,{'DBC': 0.997}
2019-09-03,112646.92360465477,1.0,{'DBC': 0.997}
2019-09-04,115311.37036197136,1.0,{'DBC': 0.997}
2019-09-05,115159.11117522667,1.0,{'DBC': 0.997}
2019-09-06,115463.62107150505,1.0,{'DBC': 0.997}
2019-09-09,116529.40994708489,1.0,{'DBC': 0.997}
2019-09-10,116681.66065661858,1.0,{'DBC': 0.997}
2019-09-11,115844.26479976128,1.0,{'DBC': 0.997}
2019-09-12,115387.48723952721,1.0,{'DBC': 0.997}
2019-09-13,115387.48723952721,1.0,{'DBC': 0.997}
2019-09-16,120487.99621264885,1.0,{'DBC': 0.997}
2019-09-17,120457.97584023226,1.0,{}
2019-09-18,120457.97584023226,1.0,{}
2019-09-19,120457.97584023226,1.0,{}
2019-09-20,120457.97584023226,1.0,{}
2019-09-23,120457.97584023226,1.0,{}
2019-09-24,120457.97584023226,1.0,{}
2019-09-25,120457.97584023226,1.0,{}
2019-09-26,120457.97584023226,1.0,{}
2019-09-27,120457.97584023226,1.0,{}
2019-09-30,120457.97584023226,1.0,{}
2019-10-01,120457.97584023226,1.0,{}
2019-10-02,120457.97584023226,1.0,{}
2019-10-03,120457.97584023226,1.0,{}
2019-10-04,120784.13932865327,1.0,{'GLD': 0.996}
2019-10-07,119758.06657474702,1.0,{'GLD': 0.996}
2019-10-08,120801.10295170014,1.0,{'GLD': 0.996}
2019-10-09,120958.25817187788,1.0,{'GLD': 0.256}
2019-10-10,120171.79023388805,1.0,{'GLD': 0.997}
2019-10-11,119508.01127270641,1.0,{'GLD': 0.997}
2019-10-14,119835.5501728576,1.0,{}
2019-10-15,119472.19909294233,1.0,"{'DBC': 0.404, 'XLU': 0.596}"
2019-10-16,119561.34156639522,1.0,"{'DBC': 0.129, 'XLU': 0.596}"
2019-10-17,119890.12823147715,1.0,"{'DBC': 0.183, 'XLU': 0.817}"
2019-10-18,120198.8934759611,1.0,"{'DBC': 0.183, 'XLU': 0.817}"
2019-10-21,120554.80841298045,1.0,"{'DBC': 0.182, 'XLU': 0.818}"
2019-10-22,120999.13926453532,1.0,"{'DBC': 0.182, 'XLU': 0.818}"
2019-10-23,121673.1106667036,1.0,"{'DBC': 0.183, 'XLU': 0.817}"
2019-10-24,122003.88643494254,1.0,"{'DBC': 0.183, 'XLU': 0.5}"
2019-10-25,121729.91272862809,1.0,"{'DBC': 0.185, 'XLU': 0.331}"
2019-10-28,121019.23227145735,1.0,{'XLU': 0.496}
2019-10-29,120966.31622420838,1.0,{}
2019-10-30,120966.31622420838,1.0,{}
2019-10-31,120966.31622420838,1.0,{}
2019-11-01,121700.5936776704,1.0,{'DBC': 0.506}
2019-11-04,122095.06008926098,1.0,{'DBC': 0.508}
2019-11-05,122276.74933372648,1.0,{}
2019-11-06,122276.74933372648,1.0,{}
2019-11-07,120645.47737567188,1.0,{'GLD': 0.997}
2019-11-08,119879.873127625,1.0,{'GLD': 0.997}
2019-11-11,119592.77153460743,1.0,{'GLD': 0.997}
2019-11-12,119536.86976404564,1.0,{}
2019-11-13,119536.86976404564,1.0,{}
2019-11-14,119536.86976404564,1.0,{}
2019-11-15,119536.86976404564,1.0,{}
2019-11-18,119536.86976404564,1.0,{}
2019-11-19,118964.51604507318,1.0,{'DBC': 0.996}
2019-11-20,119554.8592672522,1.0,{}
2019-11-21,119887.336175401,1.0,{'DBC': 0.503}
2019-11-22,119848.73398347595,1.0,{'DBC': 0.503}
2019-11-25,120062.8680113789,1.0,{'DBC': 0.998}
2019-11-26,120753.78544988598,1.0,{'DBC': 0.998}
2019-11-27,120139.62711706127,1.0,{'DBC': 0.998}
2019-11-29,117759.78708639111,1.0,{'DBC': 0.998}
2019-12-02,118344.42134582234,1.0,{}
2019-12-03,118344.42134582234,1.0,{}
2019-12-04,118344.42134582234,1.0,{}
2019-12-05,118291.51274846907,1.0,{'DBC': 0.501}
2019-12-06,118672.27646230574,1.0,{'DBC': 0.503}
2019-12-09,118596.1169354808,1.0,{'DBC': 0.502}
2019-12-10,118862.65831922408,1.0,{'DBC': 0.504}
2019-12-11,118596.1169354808,1.0,{'DBC': 0.502}
2019-12-12,119129.19122289534,1.0,{'DBC': 0.505}
2019-12-13,119433.80388997908,1.0,{'DBC': 0.506}
2019-12-16,119852.64312719222,1.0,{'DBC': 0.508}
2019-12-17,120119.17603086348,1.0,{'DBC': 0.509}
2019-12-18,120256.17194439043,1.0,{}
2019-12-19,120256.17194439043,1.0,{}
2019-12-20,120355.44440091903,1.0,{'GLD': 0.999}
2019-12-23,120726.09808744247,1.0,{'GLD': 0.999}
2019-12-24,121863.94440091903,1.0,{'GLD': 0.999}
2019-12-26,122514.30590864882,1.0,{}
2019-12-27,122514.30590864882,1.0,{}
2019-12-30,123313.21015820456,1.0,{'TLT': 0.989}
2019-12-31,122118.47260937643,1.0,{'TLT': 0.989}
2020-01-02,123482.58546338034,1.0,{'TLT': 0.989}
2020-01-03,124575.23059920536,1.0,{}
2020-01-06,124575.23059920536,1.0,{}
2020-01-07,124031.16372274667,1.0,{'TLT': 0.999}
2020-01-08,124104.71026920852,1.0,{'XLU': 0.999}
2020-01-09,124783.84571003493,1.0,{'XLU': 0.999}
2020-01-10,125113.70738529738,1.0,{'XLU': 0.999}
2020-01-13,125870.41925739821,1.0,{'XLU': 0.999}
2020-01-14,125839.00920920257,1.0,{}
2020-01-15,125882.12173562511,1.0,{'TLT': 0.503}
2020-01-16,125682.67886453136,1.0,{'TLT': 0.502}
2020-01-17,125317.50680947742,1.0,"{'TLT': 0.893, 'DBC': 0.102}"
2020-01-21,125856.87390979729,1.0,{'DBC': 0.101}
2020-01-22,124742.89916074286,1.0,{'DBC': 0.995}
2020-01-23,123699.48834836493,1.0,{'DBC': 0.995}
2020-01-24,122465.0896590145,1.0,{}
2020-01-27,122465.0896590145,1.0,{}
2020-01-28,122465.0896590145,1.0,{}
2020-01-29,122465.0896590145,1.0,{}
2020-01-30,122465.0896590145,1.0,{}
2020-01-31,122465.0896590145,1.0,{}
